kaptCode,bjdCode,평균_매매가,평균_전세가,전용면적,갭차이,kaptdaCnt
A12175201,1144010100,172954.0,72584.0,65.868032,100370.0,0.0
A12181404,1144010400,120850.0,58800.0,84.95,62050.0,914.0
A12185602,1144011100,82666.66666666667,47250.0,57.44,35416.66666666667,192.0
A12201002,1138010700,82560.0,50000.0,84.59,32560.0,893.0
A12201103,1138010700,58300.0,38000.0,59.58,20300.0,361.0
A12204004,1138010300,75016.66666666667,47000.0,59.98500000000001,28016.66666666667,1185.0
A12204006,1138010300,88000.0,40000.0,59.99,48000.0,488.0
A12287204,1138010100,61583.333333333336,40000.0,59.895,21583.333333333336,976.0
A12290901,1138010700,72400.0,38325.0,59.63,34075.0,748.0
A12294102,1138011000,71100.0,31500.0,59.91,39600.0,429.0
A13003005,1123010500,111566.66666666667,51450.0,73.96,60116.66666666667,725.0
A13003006,1123010500,130563.33333333333,67000.0,84.98366666666668,63563.33333333333,2199.0
A13007001,1123010200,103000.0,57500.0,72.41,45500.0,338.0
A13010005,1123010600,94745.45454545454,49000.0,81.05,45745.454545454544,1786.0
A13071302,1123010400,118017.64705882352,56000.0,59.99,62017.647058823524,2397.0
A13084803,1123010400,60290.90909090909,36000.0,59.78,24290.90909090909,1234.0
A13086101,1123010300,70300.0,37300.0,59.94,33000.0,640.0
A13113007,1126010600,71700.0,38850.0,84.94,32850.0,1896.0
A13170401,1126010200,82000.0,47000.0,84.642,35000.0,504.0
A13203302,1132010500,72500.0,40000.0,73.92,32500.0,407.0
A13204205,1132010700,80000.0,41050.0,84.995,38950.0,958.0
A13204409,1132010700,89000.0,35777.77777777778,79.41222222222223,53222.22222222222,1981.0
A13204508,1132010700,38225.0,15015.0,36.16,23210.0,750.0
A13307202,1120010700,93125.0,52000.0,84.81,41125.0,636.0
A13380301,1120011000,151111.11111111112,85000.0,84.97777777777779,66111.11111111112,401.0
A13380302,1120011000,141657.8947368421,64000.0,59.98894736842105,77657.8947368421,847.0
A13402204,1174010900,138500.0,63000.0,84.99,75500.0,225.0
A13470503,1174010600,131000.0,65000.0,84.91142857142857,66000.0,800.0
A13520002,1168011200,154500.0,80000.0,84.89,74500.0,1304.0
A13522007,1168011500,89125.0,31000.0,34.44,58125.0,1403.0
A13583507,1168010600,286066.6666666667,80000.0,76.79,206066.6666666667,4424.0
A13592706,1168010100,223466.66666666666,95000.0,59.4,128466.66666666666,1050.0
A13610001,1129013300,47000.0,33000.0,59.98,14000.0,196.0
A13611003,1129013400,95000.0,59850.0,114.73,35150.0,434.0
A13611008,1129013400,109233.33333333333,65000.0,84.82,44233.33333333333,1497.0
A13671209,1129013500,113433.33333333333,56500.0,84.99,56933.33333333333,837.0
A13672102,1129011200,71700.0,45000.0,56.830000000000005,26700.0,377.0
A13684701,1129013300,52000.0,37000.0,59.79,15000.0,261.0
A13704404,1165010700,233333.33333333334,69000.0,71.49,164333.33333333334,1260.0
A13716003,1165011100,134600.0,70000.0,59.96,64600.0,482.0
A13778204,1165010300,130000.0,68000.0,59.97,62000.0,1082.0
A13778205,1165010300,151000.0,63000.0,84.61,88000.0,1251.0
A13779431,1165010600,263000.0,37000.0,75.79,226000.0,132.0
A13787102,1165010800,206500.0,135000.0,116.745,71500.0,159.0
A13790721,1165010600,210500.0,70000.0,107.29,140500.0,320.0
A13811206,1171011300,75833.33333333333,40500.0,49.79999999999999,35333.33333333333,1004.0
A13820007,1171010800,43000.0,15000.0,25.65,28000.0,1316.0
A13880701,1171010700,133750.0,40000.0,83.58,93750.0,435.0
A14003007,1117012900,370000.0,150150.0,133.79,219850.0,656.0
A14007002,1117012000,118250.0,48725.0,59.94,69525.0,1458.0
A14009001,1117012300,197750.0,70450.0,78.07249999999999,127300.0,867.0
A14010003,1117012200,143500.0,61882.5,84.98,81617.5,280.0
A14207203,1130510300,65000.0,45000.0,84.92,20000.0,1454.0
A14272313,1130510100,74000.0,57000.0,84.965,17000.0,376.0
A14280502,1130510100,77375.0,47000.0,59.96,30375.0,480.0
A14319311,1121510500,142333.33333333334,77000.0,84.93,65333.33333333334,625.0
A14320302,1121510300,137333.33333333334,65000.0,84.76,72333.33333333334,354.0
A14320304,1121510300,126426.08695652174,56217.391304347824,63.103043478260865,70208.69565217392,1592.0
A14376501,1121510500,126500.0,68000.0,83.31,58500.0,185.0
A14383203,1121510300,140583.33333333334,60000.0,84.92,80583.33333333334,421.0
A15004201,1156011200,34900.0,21600.0,31.73,13300.0,536.0
A15080507,1156011400,110566.66666666667,40000.0,59.78333333333333,70566.66666666667,976.0
A15083602,1156012100,86137.5,47000.0,58.96,39137.5,367.0
A15101503,1162010200,72500.0,42000.0,84.8098,30500.0,349.0
A15101702,1162010200,57133.333333333336,36000.0,59.975,21133.333333333336,512.0
A15105008,1162010100,79637.03703703704,46500.0,59.57999999999999,33137.03703703704,363.0
A15105602,1162010100,88820.0,42000.0,84.96,46820.0,717.0
A15178201,1162010100,80937.5,46232.8125,74.0525,34704.6875,2105.0
A15178202,1162010100,81500.0,42000.0,84.72,39500.0,281.0
A15178401,1162010200,63000.0,35000.0,59.91,28000.0,112.0
A15190705,1162010200,100000.0,64000.0,114.84,36000.0,1456.0
A15205513,1153010200,103730.0,52500.0,84.87,51230.0,1252.0
A15208003,1153010600,91000.0,45675.0,84.994,45325.0,600.0
A15208007,1153010600,75000.0,49000.0,84.92500000000001,26000.0,180.0
A15208008,1153010700,85766.66666666667,59000.0,84.94,26766.66666666667,978.0
A15213006,1153011100,71200.0,40000.0,59.94,31200.0,314.0
A15288002,1153010200,58000.0,37000.0,59.82,21000.0,497.0
A15303204,1154510300,49288.88888888889,32222.222222222223,90.44,17066.666666666668,1288.0
A15303205,1154510300,64500.0,40000.0,114.83999999999999,24500.0,2810.0
A15370103,1154510300,88100.0,54000.0,84.68700000000001,34100.0,1764.0
A15375809,1154510200,35033.333333333336,22000.0,43.873333333333335,13033.333333333336,840.0
A15381706,1154510200,52428.57142857143,30000.0,59.82,22428.571428571428,996.0
A15603008,1159010200,145500.0,64575.0,84.8916,80925.0,882.0
A15608003,1159010600,143500.0,61425.0,59.9992,82075.0,680.0
A15609005,1159010700,97533.33333333333,51525.0,59.84,46008.33333333333,1152.0
A15609006,1159010700,72625.0,28000.0,46.75,44625.0,333.0
A15609502,1159010700,81888.88888888889,47100.0,59.90222222222222,34788.88888888889,719.0
A15679107,1159010500,173400.0,63000.0,84.92377777777777,110400.0,655.0
A15685702,1159010500,177000.0,55714.28571428572,75.48714285714286,121285.71428571429,960.0
A15722009,1150010500,136000.0,52185.0,84.89,83815.0,237.0
A15722106,1150010900,91500.0,49000.0,84.528,42500.0,320.0
A15728006,1150010600,86471.42857142857,42850.0,59.839999999999996,43621.428571428565,919.0
A15776004,1150010100,69500.0,45000.0,59.92,24500.0,127.0
A15777501,1150010900,51044.444444444445,36000.0,51.03,15044.444444444445,930.0
A15780401,1150010400,102960.0,50000.0,84.98,52960.0,642.0
A15780905,1150010400,77055.55555555556,31000.0,49.5,46055.55555555556,1476.0
A15805403,1147010200,125966.66666666667,73000.0,84.99,52966.66666666667,371.0
A15807002,1147010100,71787.5,37000.0,59.73,34787.5,997.0
A15886512,1147010100,48525.0,22000.0,49.99,26525.0,639.0
A40010302,2811012800,20928.571428571428,19500.0,59.904,1428.5714285714275,1330.0
A40084106,2811014500,39000.0,21000.0,83.011,18000.0,1628.0
A40202203,2817710200,33422.22222222222,25000.0,84.9297,8422.222222222219,550.0
A40204001,2817710300,9500.0,7900.0,15.987,1600.0,432.0
A40204109,2817710300,28037.5,23458.333333333332,74.10583333333334,4579.166666666668,1480.0
A40302005,2823710300,17500.0,14000.0,55.12,3500.0,295.0
A40309002,2823710500,42250.0,31000.0,84.91,11250.0,393.0
A40470311,2826012200,52250.0,36500.0,92.43,15750.0,616.0
A40471918,2826012200,59250.0,23100.0,101.9859,36150.0,754.0
A40473206,2826011400,34500.0,27000.0,73.827,7500.0,719.0
A40482901,2826011000,34500.0,27000.0,84.924,7500.0,288.0
A40484710,2826010300,48785.71428571428,26285.714285714286,68.27935714285715,22499.999999999996,950.0
A40523202,2820010200,56016.666666666664,34500.0,84.97777777777779,21516.666666666664,2432.0
A40575812,2820010300,10231.578947368422,8900.0,34.65,1331.5789473684217,1234.0
A40579713,2820011000,41150.0,31000.0,59.58,10150.0,820.0
A40673002,2818510600,54452.5,34000.0,84.94,20452.5,504.0
A40673914,2818510600,89000.0,40000.0,101.8106,49000.0,540.0
A40772202,2824511100,46325.0,33000.0,84.97565,13325.0,715.0
A40772301,2824510900,38500.0,30000.0,84.996,8500.0,257.0
A41072715,4128510200,45200.0,30000.0,84.695,15200.0,1000.0
A41078302,4128510700,41238.88888888889,31444.444444444445,84.89,9794.444444444445,982.0
A41137104,4128710200,20250.0,17000.0,41.85,3250.0,344.0
A41137113,4128710200,64833.333333333336,20000.0,129.09,44833.333333333336,620.0
A41178504,4128710300,73020.0,50000.0,130.52954,23020.0,2700.0
A41183810,4128710200,41800.0,21000.0,69.09,20800.0,504.0
A41204001,4128110400,71392.85714285714,35175.0,84.99412857142856,36217.857142857145,1024.0
A41206004,4128110400,64350.0,30450.0,84.9325,33900.0,1193.0
A41273301,4128112300,44537.5,28000.0,60.0,16537.5,1350.0
A41282702,4128112300,37100.0,26500.0,60.0,10600.0,570.0
A41319001,4148012200,40000.0,29000.0,84.97,11000.0,821.0
A41383307,4148011300,43580.0,24000.0,101.9776,19580.0,600.0
A41383315,4148012200,32527.777777777777,17000.0,84.88966666666667,15527.777777777777,1225.0
A41383317,4148011300,34200.0,25000.0,84.556,9200.0,1260.0
A41383318,4148011700,31115.0,24000.0,84.993,7115.0,1274.0
A41503004,4157010100,44062.5,34000.0,100.517,10062.5,396.0
A41503005,4157010100,46000.0,36000.0,108.755,10000.0,450.0
A41503009,4157010100,34625.0,25500.0,59.9725,9125.0,900.0
A41506005,4157010300,41500.0,38000.0,164.97,3500.0,324.0
A41570101,4157010500,58500.0,23100.0,84.8026,35400.0,1074.0
A41574413,4157010400,36133.333333333336,27000.0,59.983822222222216,9133.333333333336,1584.0
A42303401,4121010200,89500.0,38900.0,59.99356,50600.0,426.0
A42305001,4121010400,76866.66666666667,50000.0,84.95,26866.66666666667,1174.0
A42305006,4121010400,79000.0,45000.0,84.84,34000.0,875.0
A42370302,4121010200,115833.33333333333,68000.0,84.997,47833.33333333333,1264.0
A42374201,4121010200,53296.666666666664,34000.0,49.971999999999994,19296.666666666664,1234.0
A42374402,4121010300,95553.125,71000.0,84.979125,24553.125,2815.0
A42383705,4121010200,66111.76470588235,40000.0,89.455,26111.76470588235,1568.0
A42514303,4127310900,38450.0,28000.0,84.975,10450.0,1870.0
A42590614,4127310100,54366.666666666664,34000.0,71.1837,20366.666666666664,1008.0
A42621003,4127111100,40222.22222222222,25000.0,59.97130000000001,15222.222222222219,1886.0
A42689402,4127110300,32675.0,22000.0,59.65,10675.0,327.0
A42690104,4127110300,53250.0,32000.0,88.949,21250.0,1312.0
A42703002,4129010800,162920.41884816755,79953.92670157069,79.60460732984293,82966.49214659687,3143.0
A42780602,4129010700,179087.5,63000.0,84.947,116087.5,659.0
A42924001,4139011800,47000.0,32000.0,84.685,15000.0,272.0
A42980104,4139012700,13300.0,3000.0,42.72,10300.0,410.0
A42984207,4139013000,26860.526315789473,19000.0,59.965,7860.526315789473,856.0
A43003002,4117110300,46433.333333333336,28000.0,84.988,18433.333333333336,728.0
A43004001,4117110200,53500.0,40000.0,59.99,13500.0,154.0
A43070506,4117110200,60642.857142857145,36350.0,84.87,24292.857142857145,1908.0
A43081601,4117110100,41200.0,30000.0,59.874,11200.0,218.0
A43106006,4117310200,94754.54545454546,50500.0,84.96909090909091,44254.545454545456,1042.0
A43172905,4117310200,48750.0,27000.0,51.75,21750.0,1292.0
A43174707,4117310300,79500.0,45000.0,84.9,34500.0,870.0
A43176201,4117310100,59550.0,39000.0,59.995,20550.0,774.0
A43178402,4117310200,43743.333333333336,28000.0,49.8,15743.333333333336,766.0
A43182909,4117310300,63165.0,30000.0,55.0,33165.0,1743.0
A43574502,4141010400,56833.333333333336,36500.0,101.52,20333.333333333336,624.0
A43576808,4141010400,91765.0,60000.0,84.962,31765.0,2644.0
A43577404,4141010200,49000.0,25000.0,84.992,24000.0,565.0
A43584904,4141010400,51270.0,31840.0,74.63199999999999,19430.0,716.0
A43708004,4143010700,84433.33333333333,50000.0,84.76,34433.33333333333,696.0
A43708008,4143010700,89641.93548387097,45741.93548387097,76.29477419354838,43900.0,2540.0
A43774508,4143010900,108000.0,62000.0,101.04,46000.0,330.0
A43776501,4143010700,52677.77777777778,31500.0,59.92400000000001,21177.77777777778,394.0
A43783103,4143010900,71941.66666666667,42000.0,84.96,29941.66666666667,408.0
A44021003,4111113500,12750.0,10250.0,26.65,2500.0,614.0
A44033010,4111113300,56100.0,36500.0,59.98,19600.0,2571.0
A44072003,4111113000,49800.0,35000.0,84.96,14800.0,392.0
A44072110,4111113000,40000.0,25000.0,59.94,15000.0,530.0
A44072212,4111113000,45058.333333333336,25500.0,59.97666666666667,19558.333333333336,1335.0
A44072412,4111113200,41664.28571428572,33000.0,84.8,8664.285714285717,1078.0
A44147001,4111314000,44750.0,29000.0,84.8086,15750.0,921.0
A44171716,4111313700,29707.69230769231,13000.0,59.955,16707.69230769231,546.0
A44173619,4111313700,43175.0,33000.0,59.81,10175.0,582.0
A44174611,4111313400,51071.42857142857,30950.0,74.92999999999999,20121.428571428572,1318.0
A44270402,4111513800,55500.0,32000.0,84.114,23500.0,1744.0
A44271812,4111513800,57000.0,30000.0,84.938,27000.0,665.0
A44271814,4111513800,47387.5,30000.0,59.96,17387.5,824.0
A44271816,4111513800,47850.0,29925.0,69.51,17925.0,198.0
A44278207,4111513800,45166.666666666664,20000.0,49.99,25166.666666666664,386.0
A44278215,4111513800,56980.0,22000.0,59.98,34980.0,1314.0
A44278301,4111513500,52300.0,30000.0,76.63666666666667,22300.0,1293.0
A44340012,4111710700,49535.71428571428,30000.0,79.09669999999998,19535.714285714283,924.0
A44347019,4111710500,43107.40740740741,24480.555555555555,55.02481481481482,18626.851851851854,1040.0
A44376014,4111710300,129000.0,60900.0,84.92,68100.0,701.0
A44377202,4111710200,81860.0,46000.0,59.930600000000005,35860.0,1330.0
A44384808,4111710100,73314.28571428571,47250.0,84.78602857142857,26064.28571428571,3391.0
A44532011,4159011800,41700.0,28000.0,59.05,13700.0,794.0
A44536022,4159011700,41340.0,33000.0,84.92626666666666,8340.0,1499.0
A44589606,4159025323,40933.333333333336,25000.0,123.3429,15933.333333333336,444.0
A44658108,4146311700,38783.333333333336,30000.0,84.98333333333333,8783.333333333336,890.0
A44670701,4146311600,56166.666666666664,40000.0,84.91,16166.666666666664,868.0
A44673703,4146310500,37000.0,28000.0,84.885,9000.0,370.0
A44675301,4146311600,60500.0,50000.0,99.42,10500.0,1902.0
A44678702,4146311100,70500.0,41000.0,84.98,29500.0,486.0
A44693813,4146311300,67000.0,26400.0,59.783,40600.0,1576.0
A44728006,4137010700,42000.0,31000.0,123.11,11000.0,1060.0
A44772116,4137010300,19200.0,17000.0,49.95,2200.0,1186.0
A44773304,4137010100,33483.333333333336,22000.0,84.34,11483.333333333336,1036.0
A44773903,4137010400,29525.0,20000.0,84.8821,9525.0,370.0
A44774513,4137010300,45466.666666666664,28000.0,104.8322,17466.666666666664,1008.0
A44816015,4146510200,59833.333333333336,39900.0,84.97,19933.333333333336,684.0
A44816108,4146510200,54275.0,36000.0,59.9756,18275.0,332.0
A44851609,4146510700,65316.666666666664,49500.0,134.5019,15816.666666666664,470.0
A44851805,4146510700,72358.69565217392,32550.0,59.99,39808.69565217392,310.0
A44852405,4146510700,67857.14285714286,46000.0,59.5915,21857.142857142855,584.0
A44852602,4146510700,73800.0,45000.0,99.9125,28800.0,404.0
A44874606,4146510700,57956.25,34300.0,59.76,23656.25,702.0
A44898204,4146510600,99000.0,72000.0,153.249,27000.0,689.0
A44901004,4146110600,19000.0,14500.0,59.5627,4500.0,416.0
A45015003,4122011800,31900.0,24000.0,84.986,7900.0,903.0
A45073517,4122011800,11100.0,10000.0,35.743,1100.0,550.0
A45170406,4122025045,20671.428571428572,17000.0,80.9879,3671.4285714285725,719.0
A45176705,4122025621,14700.0,14000.0,83.456,700.0,287.0
A45624002,4155011800,28333.333333333332,21500.0,84.99,6833.333333333332,614.0
A45670403,4155011400,8292.5,4000.0,39.75,4292.5,457.0
A45671419,4155025025,11890.0,10800.0,49.77,1090.0,2615.0
A45973601,4122010400,24300.0,17000.0,84.981225,7300.0,352.0
A45974409,4122010900,14422.916666666666,12666.666666666666,56.62,1756.25,600.0
A46271003,4113310400,65000.0,10000.0,66.56,55000.0,1900.0
A46273001,4113310500,23500.0,15750.0,34.05,7750.0,264.0
A46283501,4113313200,96000.0,60000.0,120.6,36000.0,356.0
A46340004,4113510900,225800.0,106200.0,109.41400000000002,119600.0,850.0
A46340006,4113510900,140750.0,67000.0,59.84,73750.0,748.0
A46372411,4113511100,74537.5,29760.0,42.84,44777.5,1020.0
A46373404,4113510600,87000.0,38000.0,41.76,49000.0,370.0
A46374321,4113511400,98213.33333333333,47800.0,60.245333333333335,50413.33333333333,1124.0
A46374805,4113510100,106550.0,30000.0,58.17,76550.0,796.0
A46383017,4113510600,118666.66666666667,51000.0,66.27,67666.66666666667,1184.0
A46404003,4161025936,15600.0,12100.0,41.598,3500.0,1152.0
A46474719,4161011500,85000.0,60000.0,160.8298,25000.0,135.0
A46475208,4161011500,38400.0,27000.0,84.778,11400.0,348.0
A46476308,4161025322,46750.0,33000.0,84.93,13750.0,418.0
A46571301,4145010800,57714.28571428572,30000.0,84.8049,27714.285714285717,268.0
A46571704,4145010800,70440.0,47000.0,84.99,23440.0,616.0
A46771203,4150010700,36500.0,31000.0,84.446,5500.0,214.0
A46790505,4150025023,30175.0,22000.0,84.99,8175.0,362.0
A46971711,4167010900,11285.714285714286,10000.0,59.995,1285.7142857142862,
A46980118,4167012200,25300.0,22000.0,84.98,3300.0,
A46985618,4167012200,7044.444444444444,5000.0,37.52,2044.4444444444443,
A47103006,4131010500,51233.333333333336,35000.0,59.919999999999995,16233.333333333336,693.0
A47103203,4131010500,55022.58064516129,32741.935483870966,54.05129032258064,22280.645161290322,956.0
A47175801,4131010500,73650.0,45000.0,70.2,28650.0,824.0
A47177317,4131010300,65750.0,26250.0,59.335,39500.0,621.0
A47274109,4136026521,45250.0,28000.0,84.9,17250.0,552.0
A47274205,4136011100,77833.33333333333,55000.0,116.87496666666668,22833.33333333333,679.0
A47286708,4136025321,48766.666666666664,40000.0,84.9749,8766.666666666664,500.0
A47691103,4183031021,25700.0,20000.0,84.9088,5700.0,
A48072912,4115010400,22500.0,15000.0,52.8786,7500.0,700.0
A48073114,4115010400,40580.0,27000.0,82.34,13580.0,795.0
A48075603,4115010500,19000.0,15000.0,84.88,4000.0,202.0
A48077007,4115010300,17100.0,11550.0,41.85,5550.0,1661.0
A48079902,4163011000,31500.0,19000.0,72.02,12500.0,207.0
A48093615,4115010400,18575.0,14500.0,49.79,4075.0,957.0
A48270103,4163011600,24200.0,16000.0,84.995,8200.0,
A48302007,4125010200,12583.333333333334,6000.0,59.99,6583.333333333334,491.0
A48308001,4125010700,22000.0,5000.0,101.452,17000.0,485.0
A48312001,4125011200,7000.0,5000.0,39.99,2000.0,498.0
A48370313,4125010300,18960.0,13000.0,84.4174,5960.0,361.0
A48373801,4125010100,23800.0,20000.0,84.7643,3800.0,424.0
A48373910,4125010200,26880.0,20000.0,84.886,6880.0,486.0
A48373913,4125010200,16041.666666666666,13000.0,59.56,3041.666666666666,1862.0
A48375502,4125010100,15542.857142857143,13000.0,59.92,2542.857142857143,577.0
A48690304,4180025321,15800.0,10000.0,66.604,5800.0,
A48791104,4165034022,6950.0,5500.0,53.008,1450.0,
